3044012,1918771225,False,2012-10-02 15:53:05.754000,False,False,id_ID,1990,23,True,2012-10-02T15:50:21.023Z,123,Binjai,480,False,False,False,False
3044012,1502284248,False,2012-10-02 15:53:05.754000,False,False,id_ID,1990,23,True,2012-10-02T15:50:21.023Z,123,Binjai,480,False,False,False,False
3044012,2529072432,False,2012-10-02 15:53:05.754000,False,False,id_ID,1990,23,True,2012-10-02T15:50:21.023Z,123,Binjai,480,False,False,False,False
3044012,3072478280,False,2012-10-02 15:53:05.754000,False,False,id_ID,1990,23,True,2012-10-02T15:50:21.023Z,123,Binjai,480,False,False,False,False
3044012,1390707377,False,2012-10-02 15:53:05.754000,False,False,id_ID,1990,23,True,2012-10-02T15:50:21.023Z,123,Binjai,480,False,False,False,False
3044012,1532377761,False,2012-10-02 15:53:05.754000,False,False,id_ID,1990,23,True,2012-10-02T15:50:21.023Z,123,Binjai,480,False,False,False,False
4236494,2352676247,False,2012-10-30 01:48:25.617000,False,False,en_US,1998,15,False,2012-10-30T01:47:18.708Z,95,Beau Vallon  Grand Port  Mauritius,240,False,False,False,False
4236494,152418051,False,2012-10-30 01:48:28.645000,False,False,en_US,1998,15,False,2012-10-30T01:47:18.708Z,95,Beau Vallon  Grand Port  Mauritius,240,False,False,False,False
4236494,4203627753,False,2012-10-30 01:49:14.152000,False,False,en_US,1998,15,False,2012-10-30T01:47:18.708Z,95,Beau Vallon  Grand Port  Mauritius,240,False,False,False,False
4236494,110357109,False,2012-10-30 01:48:25.617000,False,False,en_US,1998,15,False,2012-10-30T01:47:18.708Z,95,Beau Vallon  Grand Port  Mauritius,240,False,False,False,False
4236494,799782433,False,2012-10-30 01:48:25.617000,False,False,en_US,1998,15,False,2012-10-30T01:47:18.708Z,95,Beau Vallon  Grand Port  Mauritius,240,False,False,False,False
4236494,823015621,False,2012-10-30 01:48:25.617000,False,False,en_US,1998,15,False,2012-10-30T01:47:18.708Z,95,Beau Vallon  Grand Port  Mauritius,240,False,False,False,False
4236494,2790605371,False,2012-10-30 01:48:25.617000,False,False,en_US,1998,15,False,2012-10-30T01:47:18.708Z,95,Beau Vallon  Grand Port  Mauritius,240,False,False,False,False
5574997,941853303,False,2012-11-18 21:43:36.519000,False,False,en_US,1982,31,True,2012-10-30T23:35:30.408Z,94,Phnom Pen  Phnum Penh  Cambodia,-360,False,False,False,False
5574997,623506969,False,2012-11-18 21:43:36.519000,False,False,en_US,1982,31,True,2012-10-30T23:35:30.408Z,94,Phnom Pen  Phnum Penh  Cambodia,-360,False,False,False,False
